Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,1.0,1.0,0.8831361309660133,1.0,1.0,0.4898947106556557,1.0,38.0,19.0,-0.3529763723708695,0.13545682818726873,0.24443010896774384,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.20645681936947374,0.0,0.0,-0.15331243945120493,7.0,2.0,3.0,0.0,13.9,-0.3,0.79,1.0
1.0,1.0,1.0,0.48105060333866184,1.0,1.0,0.25266863916971877,1.0,19.0,38.0,0.7981110901389623,0.7343706970298824,-0.5532974443099149,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,8.0,8.0,7.0,0.5650765637617343,0.0,0.0,1.084783567685335,8.0,3.0,2.0,0.0,12.7,3.7,-1.7,1.0
1.0,1.0,2.0,1.315969375411927,1.0,1.0,0.015442567683781773,1.0,19.0,37.0,-0.6407482379983275,0.7343706970298824,0.21619196548888825,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,6.0,6.0,0.0,-1.8628760300291143,0.0,0.0,-0.15331243945120493,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,53.0,1.0,-0.10079080722797619,1.0,1.0,-1.803290647041735,1.0,1.0,1.0,-0.6407482379983275,0.13545682818726873,-1.0827626345384496,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,7.0,6.0,-0.5107826694150488,0.0,0.0,-0.15331243945120493,8.0,2.0,1.0,0.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,-0.5005111258692845,1.0,1.0,1.2806482822754457,1.0,38.0,37.0,-0.3529763723708695,-0.46345704065534504,0.7032999404991406,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.5796152020479073,0.0,0.0,-0.7723604430194749,5.0,2.0,1.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,1.0,1.1267526565284676,1.0,1.0,-0.45900957528809216,1.0,19.0,37.0,0.7981110901389623,-1.0623709094979588,-0.45446394213392133,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,6.0,5.0,0.5592611084472652,0.0,0.0,-0.15331243945120493,7.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,17.0,2.0,0.48105060333866184,1.0,1.0,0.17359328200773974,1.0,19.0,1.0,-0.3529763723708695,-0.7629139750766519,0.011465425267188776,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,7.0,8.0,7.0,0.6025135573486295,0.0,0.0,1.084783567685335,8.0,3.0,3.0,0.0,15.5,2.8,-4.06,
1.0,1.0,1.0,-0.39407672149733847,1.0,1.0,0.3317439963316977,1.0,3.0,19.0,-0.9285201036257854,-0.46345704065534504,0.6468236535414315,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,5.0,8.0,4.0,0.27430379803827964,0.0,0.0,-0.7723604430194749,8.0,1.0,1.0,0.0,10.8,1.4,1.74,1.0
1.0,1.0,2.0,-2.1715312745088364,1.0,1.0,-0.8543863610979872,1.0,1.0,1.0,0.7981110901389623,0.4349137626085756,-0.48270208561277694,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,2.0,0.0,0.0,-1.8628760300291143,0.0,0.0,-2.6295044537242847,0.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,2.0,0.48105060333866184,1.0,1.0,0.7271207821415927,1.0,19.0,19.0,-1.5040638348807014,-1.6612847783405724,-0.11560622038765934,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,8.0,12.0,7.0,0.4196901809000073,0.0,0.0,1.084783567685335,12.0,3.0,2.0,0.0,12.7,3.7,-1.7,
1.0,1.0,2.0,0.8831361309660133,1.0,1.0,-0.6171602896120502,1.0,1.0,38.0,-0.6407482379983275,0.13545682818726873,-0.8639170225773213,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,6.0,8.0,6.0,0.6305004360495119,0.0,0.0,-0.15331243945120493,7.0,3.0,1.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,0.48105060333866184,1.0,1.0,-0.5380849324500712,1.0,19.0,19.0,-0.9285201036257854,0.13545682818726873,-0.22855879430307968,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,7.0,8.0,6.0,0.5986123560751738,0.0,0.0,1.084783567685335,9.0,3.0,3.0,0.0,11.1,0.6,2.02,
1.0,17.0,2.0,-0.13863415100466808,1.0,1.0,-1.40791386123184,1.0,19.0,38.0,0.22256735888404638,0.4349137626085756,-0.7580239845316143,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,9.0,6.0,-0.1836633079761619,0.0,0.0,-0.15331243945120493,9.0,3.0,2.0,0.0,16.2,0.3,-0.92,1.0
1.0,1.0,1.0,-0.3538681687346033,1.0,1.0,0.17359328200773974,1.0,19.0,1.0,0.7981110901389623,0.7343706970298824,-0.3556304399579288,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,5.0,6.0,5.0,0.07076286203186118,0.0,0.0,-0.7723604430194749,6.0,2.0,2.0,0.0,16.2,0.3,-0.92,1.0
1.0,51.0,1.0,-0.5359892606599331,1.0,1.0,-0.6171602896120502,1.0,42.0,3.0,2.956400082344897,2.9802977051896837,0.20207289374946147,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,6.0,7.0,6.0,0.40999775537589217,0.0,0.0,-0.15331243945120493,9.0,1.0,2.0,0.0,8.9,1.4,3.51,1.0
1.0,18.0,1.0,-2.1715312745088364,1.0,1.0,0.4108193534936767,1.0,19.0,1.0,0.7981110901389623,-0.46345704065534504,0.5197520078865823,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,6.0,6.0,6.0,0.34215077670708555,0.0,0.0,-0.15331243945120493,8.0,3.0,3.0,0.0,12.4,0.5,1.79,
1.0,1.0,1.0,1.6423682154858947,1.0,1.0,-0.2217835038021552,1.0,2.0,37.0,-0.9285201036257854,0.7343706970298824,0.300906395925455,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,5.0,6.0,5.0,0.2335956108369961,0.0,0.0,-0.7723604430194749,9.0,2.0,2.0,0.0,13.9,-0.3,0.79,1.0
1.0,39.0,1.0,-2.1715312745088364,1.0,1.0,-0.2217835038021552,1.0,38.0,37.0,0.7981110901389623,-0.16400010623403813,-1.7392994704218323,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,7.0,7.0,0.0,-1.8628760300291143,0.0,0.0,0.46573556411706507,7.0,0.0,0.0,0.0,8.9,1.4,3.51,
1.0,39.0,1.0,-0.4200940203438141,1.0,1.0,0.023350103399979224,1.0,34.0,37.0,-1.7918357005081593,-1.9607417127618794,0.11735846331289672,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,5.0,0.0,0.0,-1.8628760300291143,0.0,0.0,-0.7723604430194749,0.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,43.0,1.0,-0.3538681687346033,1.0,1.0,0.5689700678176347,1.0,37.0,37.0,-0.06520450674341156,-0.16400010623403813,-0.29915415300021764,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,5.0,10.0,1.0,-0.7434008819938126,0.0,0.0,-0.7723604430194749,8.0,1.0,1.0,0.0,16.2,0.3,-0.92,
1.0,39.0,1.0,1.6423682154858947,1.0,1.0,-1.0125370754219452,1.0,19.0,19.0,0.7981110901389623,-1.0623709094979588,-0.9345123812744592,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,5.0,8.0,5.0,-0.33631900998097575,0.0,0.0,-0.7723604430194749,5.0,2.0,1.0,0.0,7.6,2.6,0.32,
1.0,44.0,1.0,-0.39407672149733847,1.0,1.0,-1.0125370754219452,1.0,4.0,4.0,-0.9285201036257854,-0.16400010623403813,-0.5038806932219181,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,13.0,3.0,-0.06493109530575136,0.0,0.0,-0.15331243945120493,11.0,1.0,1.0,0.0,12.4,0.5,1.79,1.0
1.0,1.0,2.0,1.1267526565284676,1.0,1.0,-0.5380849324500712,1.0,3.0,3.0,-1.2162919692532435,-1.3618278439192657,-0.42622579865506677,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0.37607426604148886,0.0,0.0,-0.7723604430194749,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,
1.0,1.0,2.0,-0.3538681687346033,1.0,1.0,0.015442567683781773,1.0,3.0,19.0,-1.2162919692532435,0.13545682818726873,-0.4756425497430625,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,5.0,5.0,5.0,1.210592103667805,0.0,0.0,-0.7723604430194749,5.0,2.0,3.0,0.0,8.9,1.4,3.51,1.0
1.0,1.0,2.0,0.48105060333866184,1.0,1.0,-2.356818147175588,1.0,1.0,3.0,-1.2162919692532435,-1.3618278439192657,-1.8734306519463948,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,7.0,9.0,5.0,0.8556167112726111,0.0,0.0,1.084783567685335,9.0,3.0,3.0,0.0,11.1,0.6,2.02,1.0
1.0,17.0,1.0,1.1267526565284676,1.0,1.0,-1.0125370754219452,1.0,1.0,38.0,-0.3529763723708695,-0.46345704065534504,-0.40504719104592457,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,7.0,4.0,0.4778447340446981,0.0,0.0,-0.15331243945120493,7.0,2.0,3.0,0.0,12.4,0.5,1.79,0.0
1.0,39.0,1.0,1.6423682154858947,1.0,1.0,0.023350103399979224,1.0,37.0,37.0,0.7981110901389623,0.7343706970298824,-1.231012887802439,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,5.0,0.0,0.0,-1.8628760300291143,0.0,0.0,-0.7723604430194749,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,17.0,2.0,-0.13863415100466808,1.0,1.0,-0.2217835038021552,1.0,19.0,19.0,0.7981110901389623,0.7343706970298824,0.03264403287632996,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,6.0,6.0,6.0,-0.06493109530575136,0.0,0.0,-0.15331243945120493,8.0,2.0,2.0,0.0,11.1,0.6,2.02,0.0
1.0,17.0,2.0,0.48105060333866184,1.0,1.0,-0.06363278947819721,1.0,37.0,19.0,0.22256735888404638,0.13545682818726873,0.37150175462259294,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,7.0,8.0,6.0,0.6881703679179968,0.0,0.0,1.084783567685335,9.0,3.0,3.0,0.0,11.1,0.6,2.02,1.0
1.0,44.0,1.0,-2.1715312745088364,1.0,1.0,-0.2217835038021552,1.0,1.0,19.0,0.7981110901389623,0.7343706970298824,0.4420971133197309,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,6.0,6.0,-0.13277807397455726,0.0,0.0,-0.15331243945120493,7.0,3.0,2.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,-0.13863415100466808,1.0,1.0,0.4898947106556557,1.0,37.0,38.0,0.7981110901389623,0.7343706970298824,-0.07324900516937698,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,6.0,7.0,5.0,0.20645681936947374,0.0,0.0,-0.15331243945120493,7.0,3.0,2.0,0.0,12.7,3.7,-1.7,0.0
1.0,39.0,1.0,-0.10079080722797619,1.0,1.0,-0.2217835038021552,1.0,19.0,38.0,0.7981110901389623,0.13545682818726873,-0.9627505247533148,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,6.0,6.0,0.7492326487199225,0.0,0.0,-0.15331243945120493,6.0,3.0,3.0,0.0,12.4,0.5,1.79,1.0
1.0,1.0,2.0,-0.39407672149733847,1.0,1.0,2.348165603962162,1.0,37.0,37.0,2.956400082344897,2.9802977051896837,2.2705169035756043,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,1.0,0.0,0.0,5.0,7.0,5.0,1.1756993717809896,0.0,0.0,-0.7723604430194749,5.0,2.0,3.0,0.0,7.6,2.6,0.32,1.0
1.0,39.0,1.0,1.6423682154858947,1.0,1.0,-0.2217835038021552,1.0,38.0,38.0,0.7981110901389623,0.7343706970298824,-0.5038806932219181,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,5.0,12.0,5.0,-0.4991517587861106,0.0,0.0,-0.7723604430194749,10.0,2.0,1.0,0.0,9.4,-0.8,-3.12,0.0
1.0,1.0,1.0,0.48105060333866184,1.0,1.0,-0.2217835038021552,1.0,1.0,19.0,-0.3529763723708695,-0.46345704065534504,0.1385370709220369,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,7.0,9.0,7.0,0.495937261689713,0.0,0.0,1.084783567685335,10.0,3.0,3.0,0.0,15.5,2.8,-4.06,0.0
1.0,7.0,1.0,-0.10079080722797619,1.0,1.0,-0.2217835038021552,1.0,1.0,3.0,-0.6407482379983275,-1.0623709094979588,0.20207289374946147,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,6.0,10.0,0.0,-1.8628760300291143,0.0,0.0,-0.15331243945120493,6.0,0.0,0.0,0.0,12.4,0.5,1.79,
1.0,39.0,1.0,-0.39407672149733847,1.0,1.0,-0.30085886096413417,1.0,3.0,3.0,-1.2162919692532435,-1.3618278439192657,1.9881354687870525,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,6.0,9.0,5.0,0.4778447340446981,0.0,0.0,2.322879574821875,13.0,3.0,2.0,0.0,12.4,0.5,1.79,1.0
1.0,17.0,1.0,0.48105060333866184,1.0,1.0,0.6480454249796137,1.0,38.0,38.0,0.22256735888404638,1.0338276314511894,0.8939074089814143,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.2655481563895377,0.0,0.0,1.084783567685335,8.0,3.0,3.0,0.0,9.4,-0.8,-3.12,1.0
1.0,1.0,2.0,0.48105060333866184,1.0,1.0,-0.6171602896120502,1.0,19.0,19.0,0.7981110901389623,0.7343706970298824,-0.8639170225773213,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,0.0,0.0,0.0,7.0,8.0,6.0,0.5321223169797429,0.0,0.0,1.084783567685335,12.0,3.0,1.0,0.0,16.2,0.3,-0.92,1.0
1.0,44.0,1.0,-0.13863415100466808,1.0,1.0,-0.2217835038021552,1.0,19.0,1.0,0.7981110901389623,0.7343706970298824,0.33620407527402396,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,6.0,7.0,6.0,0.07076286203186118,0.0,0.0,-0.15331243945120493,7.0,3.0,1.0,0.0,13.9,-0.3,0.79,1.0
1.0,42.0,1.0,0.48105060333866184,1.0,1.0,0.023350103399979224,1.0,1.0,1.0,-0.3529763723708695,-0.46345704065534504,-0.08030854103909037,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,7.0,10.0,5.0,0.030054674830577634,0.0,0.0,1.084783567685335,10.0,2.0,1.0,0.0,13.9,-0.3,0.79,1.0
1.0,1.0,2.0,-2.1715312745088364,1.0,1.0,0.4898947106556557,1.0,19.0,19.0,-0.3529763723708695,-1.0623709094979588,0.07500124809461234,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.8628760300291143,0.0,0.0,-2.6295044537242847,0.0,0.0,0.0,0.0,10.8,1.4,1.74,
1.0,44.0,1.0,-0.6944582627248305,1.0,1.0,-0.2217835038021552,1.0,19.0,37.0,0.7981110901389623,0.7343706970298824,0.20207289374946147,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,6.0,8.0,6.0,0.303381074610625,0.0,0.0,-0.15331243945120493,7.0,3.0,2.0,0.0,8.9,1.4,3.51,
1.0,1.0,2.0,-0.3538681687346033,1.0,1.0,-0.6171602896120502,1.0,1.0,38.0,0.22256735888404638,0.13545682818726873,-0.4968211573522047,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,1.0,0.0,0.0,5.0,8.0,5.0,-0.25490263557840864,0.0,0.0,-0.7723604430194749,10.0,1.0,1.0,0.0,16.2,0.3,-0.92,1.0
1.0,17.0,1.0,0.48105060333866184,1.0,1.0,1.3597236394374246,1.0,37.0,19.0,0.5103392245115044,-0.7629139750766519,0.25854918070717264,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,7.0,8.0,7.0,0.060585815231540115,0.0,0.0,1.084783567685335,8.0,3.0,3.0,0.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,-2.1715312745088364,1.0,1.0,0.6480454249796137,1.0,19.0,19.0,-0.3529763723708695,1.0338276314511894,0.6115259741928624,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.8628760300291143,0.0,0.0,-2.6295044537242847,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,1.0
1.0,17.0,2.0,-0.10079080722797619,1.0,1.0,-1.1706877897459032,1.0,38.0,37.0,-0.3529763723708695,0.13545682818726873,-1.089822170408163,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,0.0,0.0,0.0,6.0,12.0,3.0,-0.06493109530575136,0.0,0.0,-0.15331243945120493,12.0,0.0,1.0,0.0,12.4,0.5,1.79,0.0
1.0,1.0,2.0,1.1267526565284676,1.0,1.0,0.7271207821415927,1.0,38.0,38.0,0.7981110901389623,0.7343706970298824,0.4067994339711619,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,0.0,0.0,0.0,6.0,8.0,6.0,0.20645681936947374,0.0,0.0,-0.15331243945120493,11.0,1.0,2.0,0.0,10.8,1.4,1.74,0.0
1.0,17.0,2.0,-0.3538681687346033,1.0,1.0,-1.0125370754219452,1.0,19.0,19.0,-0.6407482379983275,0.13545682818726873,-0.8215598073590389,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,0.0,0.0,0.0,5.0,8.0,3.0,-0.6077069246562001,0.0,0.0,-0.7723604430194749,11.0,1.0,1.0,0.0,10.8,1.4,1.74,1.0
1.0,18.0,2.0,-0.10079080722797619,1.0,1.0,-2.119592075689651,1.0,19.0,37.0,0.22256735888404638,0.13545682818726873,-1.4922157149818496,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,6.0,8.0,4.0,-0.5398599459873942,0.0,0.0,-0.15331243945120493,11.0,0.0,1.0,0.0,9.4,-0.8,-3.12,
1.0,17.0,2.0,1.1267526565284676,1.0,1.0,-0.933461718259966,1.0,1.0,19.0,0.7981110901389623,0.4349137626085756,-0.48270208561277694,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,1.0,0.0,0.0,6.0,6.0,6.0,0.7492326487199225,0.0,0.0,-0.15331243945120493,6.0,3.0,2.0,0.0,8.9,1.4,3.51,1.0
1.0,17.0,2.0,0.48105060333866184,1.0,1.0,1.3597236394374246,1.0,38.0,37.0,0.7981110901389623,0.7343706970298824,0.25854918070717264,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,7.0,7.0,7.0,1.2280384696112114,0.0,0.0,1.084783567685335,9.0,3.0,3.0,0.0,16.2,0.3,-0.92,1.0
1.0,39.0,1.0,-2.1715312745088364,1.0,1.0,-1.0125370754219452,1.0,37.0,37.0,0.7981110901389623,-0.16400010623403813,-0.715666769313332,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,6.0,8.0,6.0,0.07076286203186118,0.0,0.0,-0.15331243945120493,6.0,3.0,1.0,0.0,10.8,1.4,1.74,
1.0,1.0,2.0,1.315969375411927,1.0,1.0,-1.486989218393819,1.0,19.0,19.0,0.7981110901389623,0.7343706970298824,-1.1957152084538698,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,6.0,8.0,5.0,0.15217923643442827,0.0,0.0,-0.15331243945120493,7.0,2.0,1.0,0.0,10.8,1.4,1.74,
1.0,39.0,1.0,1.6423682154858947,1.0,1.0,0.5689700678176347,1.0,3.0,3.0,-1.2162919692532435,-1.3618278439192657,2.016373612265906,1.0,0.0,0.0,1.0,1.3806973093506187,0.0,3.0,0.0,0.0,2.0,1.0,0.0,-1.8628760300291143,0.0,0.0,-0.7723604430194749,0.0,0.0,0.0,0.0,10.8,1.4,1.74,
1.0,39.0,1.0,-0.6944582627248305,1.0,1.0,2.1504772110572143,1.0,3.0,3.0,-0.6407482379983275,-1.3618278439192657,2.3728801736864535,0.0,0.0,0.0,1.0,1.3806973093506187,0.0,2.0,0.0,0.0,10.0,16.0,6.0,0.1386098407006671,0.0,0.0,2.322879574821875,14.0,3.0,2.0,0.0,12.4,0.5,1.79,0.0
1.0,39.0,1.0,-2.1715312745088364,1.0,1.0,-0.2217835038021552,1.0,37.0,37.0,0.7981110901389623,-0.16400010623403813,-1.2098342801932978,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,6.0,7.0,6.0,-0.33631900998097575,0.0,0.0,-0.15331243945120493,11.0,2.0,1.0,0.0,9.4,-0.8,-3.12,1.0
1.0,42.0,1.0,0.48105060333866184,1.0,1.0,2.1504772110572143,1.0,37.0,38.0,0.7981110901389623,0.13545682818726873,2.3728801736864535,1.0,0.0,0.0,1.0,-0.7242717091049654,0.0,2.0,0.0,0.0,8.0,8.0,7.0,0.5104112838057251,0.0,0.0,1.084783567685335,8.0,3.0,2.0,0.0,10.8,1.4,1.74,1.0
1.0,39.0,1.0,0.8831361309660133,1.0,1.0,-1.0125370754219452,1.0,1.0,19.0,-0.6407482379983275,-0.46345704065534504,-1.9157878671646773,0.0,0.0,0.0,1.0,-0.7242717091049654,0.0,3.0,0.0,0.0,5.0,7.0,4.0,-0.5398599459873942,0.0,0.0,-0.7723604430194749,7.0,2.0,1.0,0.0,9.4,-0.8,-3.12,0.0
